Date,County,COV_S_bed,COV_S_ICU,COV_C_bed,COV_C_ICU,COV_Vent,Use_vent,Avail_ICU,Avail_Vent
9/8/2020,Fort Bend,13,1,30,7,8,50,13,63
9/8/2020,Galveston,2,0,44,21,9,30,4,90
9/8/2020,Harris,129,21,320,201,158,594,99,838
9/8/2020,Liberty,0,0,0,0,0,,,
9/8/2020,Montgomery,11,4,32,16,15,60,23,85
9/9/2020,Austin,0,0,0,0,0,0,0,0
9/9/2020,Brazoria,1,0,21,7,3,11,4,31
9/9/2020,Chambers,0,0,0,0,0,0,0,3
9/9/2020,Fort Bend,32,1,26,11,8,50,7,63
9/9/2020,Galveston,2,0,45,21,8,32,0,63
9/9/2020,Harris,181,20,301,203,144,635,61,842
9/9/2020,Liberty,0,0,0,0,0,0,0,3
9/9/2020,Montgomery,13,2,33,16,15,53,20,90
9/10/2020,Austin,0,0,0,0,0,0,0,2
9/10/2020,Brazoria,1,0,24,6,5,10,1,31
9/10/2020,Chambers,0,0,0,0,0,0,0,3
9/10/2020,Fort Bend,11,1,35,5,7,50,6,62
9/10/2020,Galveston,2,1,28,18,6,34,6,41
9/10/2020,Harris,161,27,334,190,147,602,72,795
9/10/2020,Liberty,0,0,0,0,0,0,0,3
9/10/2020,Montgomery,12,3,30,16,10,53,13,78
9/11/2020,Austin,0,0,0,0,0,0,0,2
9/11/2020,Brazoria,8,0,20,7,3,10,2,32
9/11/2020,Chambers,0,0,0,0,0,0,0,3
9/11/2020,Fort Bend,12,2,26,4,8,45,9,53
9/11/2020,Galveston,1,1,28,15,8,14,15,62
9/11/2020,Harris,164,29,308,193,141,603,84,779
9/11/2020,Liberty,0,0,0,0,0,0,0,3
9/11/2020,Montgomery,27,4,31,15,9,55,13,78
9/12/2020,Austin,0,0,0,0,0,0,0,2
9/12/2020,Brazoria,5,0,20,10,3,10,3,32
9/12/2020,Chambers,0,0,0,0,0,0,0,3
9/12/2020,Fort Bend,20,1,18,6,8,50,20,67
9/12/2020,Galveston,0,1,35,12,5,25,13,70
9/12/2020,Harris,156,26,305,180,141,617,88,805
9/12/2020,Liberty,,,,,,0,0,3
9/12/2020,Montgomery,15,1,31,14,10,35,17,54
9/13/2020,Austin,0,0,0,0,0,0,0,0
9/13/2020,Brazoria,2,1,14,13,2,8,2,33
9/13/2020,Chambers,0,0,0,0,0,0,0,3
9/13/2020,Fort Bend,13,1,20,5,7,48,25,68
9/13/2020,Galveston,4,2,33,18,11,30,8,65
9/13/2020,Harris,114,21,298,174,129,524,104,738
9/13/2020,Liberty,0,0,0,0,0,0,0,3
9/13/2020,Montgomery,10,5,28,11,9,42,19,77
9/14/2020,Austin,0,0,0,0,0,0,0,2
9/14/2020,Brazoria,1,3,17,10,4,7,5,34
9/14/2020,Chambers,0,0,1,0,0,0,0,3
9/14/2020,Fort Bend,8,2,18,9,6,44,15,71
9/14/2020,Galveston,0,0,30,19,13,24,10,71
9/14/2020,Harris,121,16,299,181,132,604,95,790
9/14/2020,Liberty,0,0,0,0,0,0,0,3
9/14/2020,Montgomery,10,6,36,11,8,63,19,66
9/15/2020,Austin,0,0,0,0,0,,,0
9/15/2020,Brazoria,0,2,15,6,3,9,2,28
9/15/2020,Chambers,0,0,0,0,0,0,0,1
9/15/2020,Fort Bend,19,1,19,6,6,27,12,46
9/15/2020,Galveston,0,0,28,20,9,25,13,70
9/15/2020,Harris,153,21,307,169,124,597,82,770
9/15/2020,Liberty,0,0,0,0,0,0,0,3
9/15/2020,Montgomery,20,4,34,12,9,51,13,78
9/16/2020,Austin,0,0,0,0,0,0,0,0
9/16/2020,Brazoria,2,0,17,8,3,5,7,36
9/16/2020,Chambers,1,0,1,0,0,0,0,1
9/16/2020,Fort Bend,11,1,21,6,4,39,32,74
9/16/2020,Galveston,1,0,25,17,9,22,10,91
9/16/2020,Harris,146,26,288,172,113,570,83,830
9/16/2020,Liberty,0,0,0,0,0,0,0,3
9/16/2020,Montgomery,20,4,37,14,11,46,15,84
9/17/2020,Austin,0,0,0,0,0,0,0,0
9/17/2020,Brazoria,1,1,17,7,4,7,4,33
9/17/2020,Chambers,0,0,0,0,0,0,0,1
9/17/2020,Fort Bend,7,1,20,5,6,40,16,73
9/17/2020,Galveston,4,2,25,17,9,22,9,73
9/17/2020,Harris,106,15,282,156,108,560,63,829
9/17/2020,Liberty,0,0,0,0,0,0,0,3
9/17/2020,Montgomery,17,4,37,14,9,36,15,67
9/18/2020,Austin,0,0,0,0,0,0,0,0
9/18/2020,Brazoria,0,1,11,7,5,7,2,33
9/18/2020,Chambers,1,0,0,0,0,0,0,3
9/18/2020,Fort Bend,10,0,17,4,6,44,22,72
9/18/2020,Galveston,3,2,32,14,8,25,10,70
9/18/2020,Harris,99,20,281,166,115,575,73,914
9/18/2020,Liberty,0,0,0,0,0,0,0,3
9/18/2020,Montgomery,22,1,37,13,8,48,21,80
9/19/2020,Austin,0,0,0,0,0,0,0,0
9/19/2020,Brazoria,2,1,11,8,1,7,2,34
9/19/2020,Chambers,0,0,0,0,0,0,0,0
9/19/2020,Fort Bend,11,2,14,6,6,44,26,71
9/19/2020,Galveston,4,0,31,16,8,27,7,68
9/19/2020,Harris,112,16,266,155,107,494,68,812
9/19/2020,Liberty,0,0,0,0,0,0,0,3
9/19/2020,Montgomery,24,3,33,14,9,45,30,92
9/20/2020,Austin,0,0,0,0,0,0,0,0
9/20/2020,Brazoria,0,0,9,10,3,5,5,35
9/20/2020,Chambers,0,0,0,0,0,0,0,0
9/20/2020,Fort Bend,10,0,14,6,6,43,15,71
9/20/2020,Galveston,0,1,36,16,8,27,9,68
9/20/2020,Harris,100,20,245,150,106,542,78,845
9/20/2020,Liberty,0,0,0,0,0,0,0,3
9/20/2020,Montgomery,10,4,27,13,9,37,49,93
9/21/2020,Austin,0,0,0,0,0,0,0,2
9/21/2020,Brazoria,1,1,12,8,4,6,2,35
9/21/2020,Chambers,2,0,0,0,0,0,0,1
9/21/2020,Fort Bend,9,1,19,6,5,44,22,68
9/21/2020,Galveston,0,0,28,18,7,22,6,73
9/21/2020,Harris,89,15,267,152,93,636,135,842
9/21/2020,Liberty,0,0,0,0,0,0,0,3
9/21/2020,Montgomery,11,3,28,11,9,47,24,83
9/22/2020,Austin,0,0,0,0,0,0,0,2
9/22/2020,Brazoria,1,0,10,8,5,7,2,28
9/22/2020,Chambers,0,0,1,0,0,0,0,1
9/22/2020,Fort Bend,10,2,19,5,5,48,19,65
9/22/2020,Galveston,3,1,30,13,6,28,10,89
9/22/2020,Harris,133,20,276,150,98,580,89,886
9/22/2020,Liberty,0,0,0,0,0,0,0,3
9/22/2020,Montgomery,13,2,15,4,3,37,24,72
9/23/2020,Austin,0,0,0,0,0,0,0,0
9/23/2020,Brazoria,1,0,14,6,4,10,0,28
9/23/2020,Chambers,1,0,1,0,0,0,0,1
9/23/2020,Fort Bend,10,5,23,8,5,30,18,43
9/23/2020,Galveston,0,0,24,18,6,29,4,66
9/23/2020,Harris,128,10,267,151,100,566,84,823
9/23/2020,Liberty,0,0,0,0,0,0,0,3
9/23/2020,Montgomery,15,2,25,11,7,42,24,97
9/24/2020,Austin,0,0,0,0,0,0,0,0
9/24/2020,Brazoria,3,2,14,10,5,12,0,28
9/24/2020,Chambers,0,0,1,0,0,1,0,1
9/24/2020,Fort Bend,18,0,17,7,5,45,19,68
9/24/2020,Galveston,1,0,26,12,7,29,2,66
9/24/2020,Harris,103,17,271,147,91,570,88,829
9/24/2020,Liberty,0,0,0,0,0,0,0,3
9/24/2020,Montgomery,12,2,27,10,7,37,40,105
9/25/2020,Austin,0,0,0,0,0,,0,2
9/25/2020,Brazoria,0,3,13,10,4,12,1,29
9/25/2020,Chambers,1,0,1,0,0,1,0,1
9/25/2020,Fort Bend,13,1,19,7,5,44,19,68
9/25/2020,Galveston,1,1,30,12,7,28,2,67
9/25/2020,Harris,119,16,249,153,102,589,98,812
9/25/2020,Liberty,0,0,0,0,0,0,0,3
9/25/2020,Montgomery,12,3,34,12,6,33,29,95
9/26/2020,Austin,0,0,0,0,0,0,0,0
9/26/2020,Brazoria,8,0,5,10,5,12,3,28
9/26/2020,Chambers,1,0,2,0,0,1,0,1
9/26/2020,Fort Bend,29,2,15,5,3,45,32,71
9/26/2020,Galveston,1,1,26,10,7,28,6,67
9/26/2020,Harris,139,24,237,144,92,529,108,868
9/26/2020,Liberty,0,0,0,0,0,0,0,3
9/26/2020,Montgomery,14,3,29,11,6,29,40,81
9/27/2020,Austin,0,0,0,0,0,0,0,0
9/27/2020,Brazoria,3,1,8,11,6,6,1,19
9/27/2020,Chambers,0,0,2,0,0,1,0,1
9/27/2020,Fort Bend,11,1,14,5,3,42,34,73
9/27/2020,Galveston,0,0,16,12,7,28,5,89
9/27/2020,Harris,97,20,235,150,103,552,100,866
9/27/2020,Liberty,0,0,0,0,0,0,0,3
9/27/2020,Montgomery,13,5,29,13,6,39,32,99
9/28/2020,Austin,0,0,0,0,0,0,0,0
9/28/2020,Brazoria,3,0,8,11,6,15,1,23
9/28/2020,Chambers,0,0,1,0,0,1,0,1
9/28/2020,Fort Bend,6,0,19,5,3,29,22,69
9/28/2020,Galveston,0,0,17,10,5,25,8,70
9/28/2020,Harris,94,14,246,145,86,530,125,868
9/28/2020,Liberty,0,0,0,0,0,0,0,3
9/28/2020,Montgomery,11,2,32,15,5,32,25,106
9/29/2020,Austin,0,0,0,0,0,0,0,2
9/29/2020,Brazoria,6,1,7,8,5,15,0,23
9/29/2020,Chambers,1,0,1,0,0,1,0,1
9/29/2020,Fort Bend,5,3,17,8,4,43,17,69
9/29/2020,Galveston,2,0,18,13,8,26,11,89
9/29/2020,Harris,66,14,259,143,81,509,91,835
9/29/2020,Liberty,0,0,1,0,0,0,0,3
9/29/2020,Montgomery,8,1,30,14,7,48,19,85
9/30/2020,Austin,1,0,0,0,0,0,0,0
9/30/2020,Brazoria,4,0,8,8,5,14,0,26
9/30/2020,Chambers,0,0,0,0,0,0,0,1
9/30/2020,Fort Bend,2,2,15,9,4,40,19,72
9/30/2020,Galveston,0,2,17,17,9,29,4,70
9/30/2020,Harris,62,12,253,137,87,492,107,817
9/30/2020,Liberty,0,0,1,0,0,0,0,3
9/30/2020,Montgomery,10,3,30,11,8,35,19,106
